Order ID,Order Item ID,Order YearMonth,Order Time,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,day_for_shipping,shipping_date_count,order_date_count,late_risk,on_time,cross_border_shipping,distance_level,order_shipping_hotspots,abnormal_profit,Shipment Mode Numeric,order_date,shipment_date
31296,78227,201506,2:55,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2546,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Second Class,2,400,0.06,200,4,19,12,1,0,1,3,833,0,2,2015-06-08,2015-06-12
31296,78228,201506,8:52,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2546,Pacific Asia,Southeast Asia,Indonesia,Puerto Rico,Second Class,2,400,0.05,200,5,67,11,1,0,1,3,833,0,2,2015-06-12,2015-06-17
47568,118917,201510,12:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10677,Africa,North Africa,Morocco,Puerto Rico,First Class,1,400,0.05,200,3,16,8,1,0,1,3,833,0,3,2015-10-22,2015-10-25
53321,133227,201511,16:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,925,LATAM,Central America,Mexico,Puerto Rico,Second Class,2,400,0.07,200,2,9,11,0,1,1,3,799,0,2,2015-11-27,2015-11-29
53321,133228,201512,23:00,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,925,LATAM,Central America,Mexico,Puerto Rico,Second Class,2,400,0.06,200,2,36,38,0,1,1,3,807,0,2,2015-12-05,2015-12-07
57561,143993,201601,20:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2848,LATAM,Central America,Mexico,Puerto Rico,First Class,1,400,0.07,200,3,33,26,1,0,1,3,896,0,3,2016-01-15,2016-01-18
63003,157534,201602,12:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3827,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,400,0.1,200,3,12,16,1,0,1,3,752,0,2,2016-02-19,2016-02-22
63003,157536,201602,8:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3827,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,400,0.09,200,6,10,10,1,0,1,3,752,0,2,2016-02-20,2016-02-26
65931,164762,201603,5:41,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2896,Europe,Southern Europe,Spain,Puerto Rico,First Class,1,400,0.09,200,2,20,9,1,0,1,3,795,0,3,2016-03-10,2016-03-12
67613,169049,201603,10:35,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10620,Europe,Northern Europe,United Kingdom,Puerto Rico,Second Class,2,400,0.03,200,5,15,4,1,0,1,3,795,0,2,2016-03-22,2016-03-27
853,2118,201603,19:31,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5542,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,400,0.16,200,6,27,17,1,0,1,3,795,0,0,2016-03-25,2016-03-31
1391,3438,201604,18:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5994,LATAM,Central America,Nicaragua,Puerto Rico,Standard Class,4,400,0.15,200,3,59,67,0,0,1,3,812,0,0,2016-04-01,2016-04-04
11341,28361,201607,11:18,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10653,Europe,Western Europe,Netherlands,Puerto Rico,Standard Class,4,400,0.01,200,6,13,13,1,0,1,3,903,0,0,2016-07-11,2016-07-17
15306,38275,201608,17:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2447,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,400,0.18,200,6,6,20,1,0,1,3,937,0,0,2016-08-09,2016-08-15
27553,68970,201610,22:23,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4560,Pacific Asia,South Asia,India,Puerto Rico,Standard Class,4,400,0.13,200,4,14,10,0,1,1,3,910,0,0,2016-10-15,2016-10-19
37086,92530,201612,15:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10620,North America,South of  USA,USA,Puerto Rico,Standard Class,4,400,0.01,200,6,59,62,1,0,1,3,799,0,0,2016-12-24,2016-12-30
41573,103771,201702,8:22,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6840,Africa,West Africa,Niger,Puerto Rico,Standard Class,4,400,0.04,200,2,48,63,0,0,1,3,814,0,0,2017-02-17,2017-02-19
45095,112607,201703,13:02,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4511,Pacific Asia,West Asia,Turkey,Puerto Rico,Standard Class,4,400,0.06,200,2,38,37,0,0,1,3,817,0,0,2017-03-28,2017-03-30
47615,119046,201704,15:50,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,344,Africa,Southern Africa,South Africa,Puerto Rico,Standard Class,4,400,0.12,200,4,18,7,0,1,1,3,803,0,0,2017-04-01,2017-04-05
49575,123891,201704,8:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5477,Pacific Asia,West Asia,Iraq,Puerto Rico,Standard Class,4,400,0.01,200,3,33,70,0,0,1,3,803,0,0,2017-04-12,2017-04-15
49575,123894,201704,13:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5477,Pacific Asia,West Asia,Iraq,Puerto Rico,Standard Class,4,400,0.0,200,5,44,70,1,0,1,3,803,0,0,2017-04-12,2017-04-17
55551,138941,201706,15:12,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2793,LATAM,Central America,Mexico,Puerto Rico,Standard Class,4,400,0.06,200,2,36,64,0,0,1,3,772,0,0,2017-06-13,2017-06-15
57891,144846,201708,23:21,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8917,LATAM,Central America,Honduras,Puerto Rico,Standard Class,4,400,0.0,200,5,46,11,1,0,1,3,781,0,0,2017-08-13,2017-08-18
65801,164452,201709,12:59,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8323,Europe,Western Europe,Germany,Puerto Rico,Standard Class,4,400,0.1,200,2,26,18,0,0,1,3,822,0,0,2017-09-11,2017-09-13
13965,34947,201504,15:15,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9116,Europe,Southern Europe,Italy,Puerto Rico,Second Class,2,400,0.18,200,2,24,29,0,1,1,3,892,0,2,2015-04-23,2015-04-25
31085,77682,201509,0:20,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8546,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,400,0.15,200,2,21,16,0,0,1,3,798,0,1,2015-09-12,2015-09-14
31085,77683,201509,16:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8546,Pacific Asia,Oceania,Australia,Puerto Rico,Same Day,3,400,0.13,200,2,30,13,0,0,1,3,798,0,1,2015-09-17,2015-09-19
33398,83398,201510,5:44,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9876,North America,West of USA,USA,Puerto Rico,Second Class,2,400,0.12,200,2,11,13,0,1,1,3,833,0,2,2015-10-03,2015-10-05
35505,88682,201512,17:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6421,North America,East of USA,USA,Puerto Rico,Second Class,2,400,0.2,200,5,19,70,1,0,1,3,807,0,2,2015-12-16,2015-12-21
39648,98958,201601,17:30,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10391,North America,East of USA,USA,Puerto Rico,Second Class,2,400,0.05,200,2,31,26,0,1,1,3,896,0,2,2016-01-15,2016-01-17
43918,109699,201602,17:48,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6282,Africa,West Africa,Cote dvoire,Puerto Rico,Same Day,3,400,0.16,200,2,12,8,0,0,1,3,752,0,1,2016-02-18,2016-02-20
53513,133728,201605,0:11,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10785,LATAM,Caribbean,Dominicanepublic,Puerto Rico,Same Day,3,400,0.13,200,2,58,50,0,0,1,3,884,0,1,2016-05-08,2016-05-10
61078,152787,201606,6:37,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8711,LATAM,South America,Venezuela,Puerto Rico,Second Class,2,400,0.0,200,6,45,42,1,0,1,3,791,0,2,2016-06-02,2016-06-08
63918,159783,201610,18:42,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6883,Europe,Western Europe,France,Puerto Rico,Second Class,2,400,0.13,200,2,15,12,0,1,1,3,910,0,2,2016-10-18,2016-10-20
67608,169034,201611,0:05,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1459,Europe,Southern Europe,Italy,Puerto Rico,Same Day,3,400,0.05,200,5,49,62,1,0,1,3,868,0,1,2016-11-21,2016-11-26
856,2130,201611,13:33,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9876,LATAM,Central America,Mexico,Puerto Rico,Second Class,2,400,0.15,200,2,39,25,0,1,1,3,868,0,2,2016-11-28,2016-11-30
2531,6336,201612,11:58,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,6080,LATAM,Central America,Nicaragua,Puerto Rico,Second Class,2,400,0.18,200,2,16,9,0,1,1,3,799,0,2,2016-12-07,2016-12-09
